annotation_index,image_id,human_label,label_name
74,7049171,1,Other
851,7065085,3,Scratch
747,7071587,1,Other
887,7025866,1,Other
271,7071604,1,Other
233,7041084,0,Dent
283,7049205,3,Scratch
276,7071032,2,Rim
773,7074781,0,Dent
55,7025641,1,Other
236,7025372,1,Other
871,7038471,3,Scratch
332,7058182,2,Rim
409,7025458,1,Other
511,7069858,1,Other
455,7071522,2,Rim
263,7030895,3,Scratch
762,7029264,3,Scratch
224,7072506,0,Dent
442,7063146,0,Dent
145,7071722,1,Other
88,7041047,2,Rim
397,7068348,0,Dent
16,7036543,3,Scratch
775,7034376,3,Scratch
270,7071604,1,Other
124,7054613,3,Scratch
558,7026619,2,Rim
468,7071925,0,Dent
833,7029059,3,Scratch
231,7053309,3,Scratch
351,7072476,3,Scratch
366,7056098,0,Dent
821,7063285,0,Dent
109,7038349,3,Scratch
811,7070036,3,Scratch
791,7031845,1,Other
49,7044701,0,Dent
543,7034560,3,Scratch
221,7070917,2,Rim
488,7026754,2,Rim
652,7053324,2,Rim
140,7044791,2,Rim
866,7027363,3,Scratch
885,7045015,3,Scratch
444,7058914,0,Dent
370,7054203,3,Scratch
443,7025386,1,Other
779,7031782,3,Scratch
655,7055080,1,Other
69,7058622,1,Other
561,7027149,3,Scratch
77,7040796,0,Dent
172,7025546,0,Dent
430,7071297,0,Dent
525,7031796,1,Other
188,7027406,3,Scratch
867,7061194,0,Dent
232,7041084,2,Rim
0,7057517,1,Other
816,7072300,1,Other
742,7074812,1,Other
320,7048713,3,Scratch
190,7025799,1,Other
749,7025746,1,Other
211,7074818,1,Other
529,7059041,2,Rim
229,7034925,3,Scratch
343,7030896,2,Rim
655,7055080,1,Other
742,7074812,1,Other
247,7059390,0,Dent
89,7057752,1,Other
650,7050520,2,Rim
861,7036318,3,Scratch
409,7025458,1,Other
341,7068654,2,Rim
698,7075891,1,Other
156,7070705,1,Other
832,7037288,2,Rim
51,7025467,2,Rim
644,7070774,0,Dent
156,7070705,1,Other
17,7036543,3,Scratch
145,7071722,1,Other
330,7061151,2,Rim
142,7068630,2,Rim
342,7041023,0,Dent
78,7035880,0,Dent
628,7071007,3,Scratch
808,7053127,3,Scratch
615,7064992,1,Other
1,7073954,1,Other
490,7069846,2,Rim
891,7071010,1,Other
176,7035097,3,Scratch
538,7055452,2,Rim
590,7069609,0,Dent
568,7040112,0,Dent
382,7048410,2,Rim
231,7053309,3,Scratch
834,7029059,2,Rim
146,7025633,0,Dent
891,7071010,1,Other
723,7068411,0,Dent
732,7071610,1,Other
404,7058274,0,Dent
102,7061414,2,Rim
753,7027288,3,Scratch
615,7064992,1,Other
872,7048595,1,Other
432,7071261,1,Other
331,7026511,3,Scratch
173,7059708,3,Scratch
66,7035006,2,Rim
510,7064609,2,Rim
316,7068667,2,Rim
103,7052805,3,Scratch
348,7070285,3,Scratch
114,7069793,0,Dent
813,7070036,0,Dent
612,7053567,2,Rim
153,7073164,2,Rim
158,7064983,3,Scratch
299,7070055,3,Scratch
737,7069823,0,Dent
706,7061783,0,Dent
199,7034714,3,Scratch
156,7070705,1,Other
144,7071722,1,Other
358,7063841,0,Dent
615,7064992,1,Other
773,7074781,0,Dent
559,7060088,1,Other
631,7038278,2,Rim
93,7070717,1,Other
388,7071028,0,Dent
879,7038335,0,Dent
723,7068411,0,Dent
858,7058444,1,Other
236,7025372,1,Other
836,7049108,3,Scratch
79,7035057,3,Scratch
760,7027155,3,Scratch
1,7073954,1,Other
122,7074046,2,Rim
418,7026385,0,Dent
698,7075891,1,Other
733,7025913,0,Dent
714,7058895,2,Rim
157,7037352,2,Rim
872,7048595,1,Other
104,7073816,3,Scratch
697,7060636,2,Rim
443,7025386,1,Other
68,7075038,0,Dent
475,7056192,0,Dent
215,7055558,2,Rim
483,7026440,0,Dent
487,7026542,0,Dent
720,7058507,2,Rim
352,7072476,3,Scratch
319,7048713,3,Scratch
630,7071007,1,Other
112,7070122,3,Scratch
