annotation_index,image_id,human_label,label_name
116,7044758,2,Rim
649,7035040,2,Rim
803,7072086,3,Scratch
658,7073495,2,Rim
473,7072891,1,Other
237,7059119,0,Dent
895,7038343,2,Rim
887,7025866,1,Other
272,7071604,1,Other
89,7057752,1,Other
239,7070287,3,Scratch
850,7065085,0,Dent
798,7038479,2,Rim
341,7068654,2,Rim
513,7056316,2,Rim
639,7053282,2,Rim
639,7053282,2,Rim
21,7038438,3,Scratch
37,7040267,0,Dent
746,7043848,0,Dent
706,7061783,0,Dent
706,7061783,0,Dent
71,7038423,3,Scratch
218,7072864,3,Scratch
824,7065430,0,Dent
541,7027239,0,Dent
1,7073954,1,Other
1,7073954,1,Other
1,7073954,1,Other
1,7073954,1,Other
347,7070285,2,Rim
224,7072506,0,Dent
240,7048999,2,Rim
193,7038267,3,Scratch
890,7071010,3,Scratch
120,7058090,0,Dent
519,7066180,0,Dent
510,7064609,2,Rim
562,7073285,3,Scratch
172,7025546,0,Dent
827,7026835,2,Rim
825,7058003,3,Scratch
132,7060887,2,Rim
772,7025883,0,Dent
172,7025546,0,Dent
719,7058807,0,Dent
435,7043413,0,Dent
190,7025799,1,Other
190,7025799,1,Other
272,7071604,1,Other
272,7071604,1,Other
272,7071604,1,Other
663,7068764,0,Dent
523,7044294,0,Dent
866,7027363,3,Scratch
889,7071010,2,Rim
722,7038439,2,Rim
301,7026376,2,Rim
473,7072891,1,Other
473,7072891,1,Other
409,7025458,1,Other
409,7025458,1,Other
473,7072891,1,Other
715,7066379,0,Dent
317,7068667,0,Dent
159,7027556,0,Dent
816,7072300,1,Other
816,7072300,1,Other
358,7063841,0,Dent
443,7025386,1,Other
443,7025386,1,Other
55,7025641,1,Other
55,7025641,1,Other
638,7068864,0,Dent
670,7066410,2,Rim
10,7046596,2,Rim
461,7060061,0,Dent
511,7069858,1,Other
511,7069858,1,Other
883,7041118,2,Rim
190,7025799,1,Other
879,7038335,0,Dent
409,7025458,1,Other
409,7025458,1,Other
317,7068667,0,Dent
488,7026754,2,Rim
476,7031863,3,Scratch
443,7025386,1,Other
443,7025386,1,Other
55,7025641,1,Other
339,7066493,0,Dent
498,7029100,0,Dent
30,7065560,0,Dent
375,7038309,2,Rim
511,7069858,1,Other
122,7074046,2,Rim
864,7058518,3,Scratch
680,7038325,2,Rim
736,7069823,0,Dent
884,7036007,0,Dent
816,7072300,1,Other
511,7069858,1,Other
164,7031346,2,Rim
52,7059959,2,Rim
540,7056347,2,Rim
631,7038278,2,Rim
343,7030896,2,Rim
8,7060786,0,Dent
8,7060786,0,Dent
259,7025451,0,Dent
743,7074812,1,Other
636,7068864,2,Rim
444,7058914,0,Dent
634,7025488,2,Rim
210,7052318,0,Dent
887,7025866,1,Other
887,7025866,1,Other
342,7041023,0,Dent
822,7051081,3,Scratch
310,7037733,2,Rim
190,7025799,1,Other
306,7064242,0,Dent
816,7072300,1,Other
55,7025641,1,Other
743,7074812,1,Other
743,7074812,1,Other
281,7030892,3,Scratch
887,7025866,1,Other
551,7044664,2,Rim
888,7071017,2,Rim
100,7046737,2,Rim
310,7037733,2,Rim
225,7072506,0,Dent
494,7071295,0,Dent
31,7046521,0,Dent
161,7037701,2,Rim
743,7074812,1,Other
254,7071864,3,Scratch
13,7034932,2,Rim
778,7072928,3,Scratch
763,7026498,3,Scratch
331,7026511,3,Scratch
331,7026511,3,Scratch
826,7031876,1,Other
826,7031876,1,Other
451,7068042,3,Scratch
877,7047008,0,Dent
108,7031905,3,Scratch
813,7070036,0,Dent
813,7070036,0,Dent
894,7038343,3,Scratch
796,7038436,3,Scratch
399,7061806,3,Scratch
871,7038471,3,Scratch
64,7026798,2,Rim
45,7039945,0,Dent
440,7034568,3,Scratch
417,7060813,2,Rim
823,7030874,0,Dent
560,7060325,2,Rim
775,7034376,3,Scratch
15,7037300,2,Rim
679,7038325,3,Scratch
857,7038482,3,Scratch
863,7067181,2,Rim
681,7046372,2,Rim
418,7026385,0,Dent
507,7031547,3,Scratch
826,7031876,1,Other
693,7068144,3,Scratch
135,7034548,3,Scratch
515,7026877,2,Rim
467,7059090,2,Rim
369,7054203,2,Rim
592,7050884,2,Rim
506,7044755,2,Rim
794,7038125,3,Scratch
150,7064241,1,Other
542,7034560,0,Dent
434,7058205,0,Dent
826,7031876,1,Other
134,7034548,3,Scratch
