annotation_index,image_id,human_label,label_name
445,7034878,3,Scratch
513,7056316,2,Rim
137,7041337,3,Scratch
290,7044612,2,Rim
282,7049205,2,Rim
698,7075891,1,Other
809,7070036,2,Rim
830,7038226,3,Scratch
630,7071007,1,Other
529,7059041,2,Rim
685,7041117,0,Dent
883,7041118,2,Rim
619,7070810,0,Dent
526,7043481,0,Dent
79,7035057,3,Scratch
302,7058890,2,Rim
303,7060269,0,Dent
706,7061783,0,Dent
133,7059136,0,Dent
189,7059539,3,Scratch
594,7034303,3,Scratch
643,7066367,0,Dent
443,7025386,1,Other
372,7070121,2,Rim
40,7035843,0,Dent
777,7072928,0,Dent
719,7058807,0,Dent
233,7041084,0,Dent
885,7045015,3,Scratch
559,7060088,1,Other
857,7038482,3,Scratch
111,7070122,3,Scratch
553,7075623,0,Dent
850,7065085,0,Dent
790,7040274,0,Dent
813,7070036,0,Dent
819,7048961,0,Dent
766,7031219,0,Dent
3,7074070,3,Scratch
264,7030895,3,Scratch
53,7027784,3,Scratch
653,7042025,3,Scratch
801,7035840,2,Rim
393,7066398,0,Dent
673,7039985,0,Dent
502,7040139,0,Dent
100,7046737,2,Rim
377,7025392,1,Other
217,7072200,3,Scratch
823,7030874,0,Dent
348,7070285,3,Scratch
194,7038425,3,Scratch
715,7066379,0,Dent
150,7064241,1,Other
149,7075060,0,Dent
220,7070917,3,Scratch
72,7049171,3,Scratch
736,7069823,0,Dent
91,7039896,0,Dent
166,7061617,0,Dent
56,7025641,3,Scratch
210,7052318,0,Dent
67,7035006,0,Dent
226,7051339,3,Scratch
130,7071064,2,Rim
314,7049043,0,Dent
499,7068641,3,Scratch
543,7034560,3,Scratch
286,7039990,0,Dent
872,7048595,1,Other
742,7074812,1,Other
482,7026440,0,Dent
10,7046596,2,Rim
258,7058575,0,Dent
769,7069811,0,Dent
291,7071738,3,Scratch
19,7026503,0,Dent
276,7071032,2,Rim
755,7059042,0,Dent
818,7069828,3,Scratch
326,7067644,3,Scratch
595,7052102,3,Scratch
576,7070191,1,Other
216,7044891,0,Dent
145,7071722,1,Other
483,7026440,0,Dent
545,7025566,3,Scratch
866,7027363,3,Scratch
320,7048713,3,Scratch
107,7051520,3,Scratch
89,7057752,1,Other
508,7070814,0,Dent
59,7041108,2,Rim
172,7025546,0,Dent
193,7038267,3,Scratch
773,7074781,0,Dent
858,7058444,1,Other
562,7073285,3,Scratch
548,7044748,3,Scratch
37,7040267,0,Dent
352,7072476,3,Scratch
388,7071028,0,Dent
671,7058527,0,Dent
213,7058613,3,Scratch
222,7070917,3,Scratch
877,7047008,0,Dent
82,7028955,3,Scratch
821,7063285,0,Dent
365,7067258,3,Scratch
839,7026519,3,Scratch
176,7035097,3,Scratch
781,7053338,3,Scratch
815,7051713,0,Dent
570,7058500,3,Scratch
849,7051295,3,Scratch
41,7026447,3,Scratch
523,7044294,0,Dent
208,7032537,0,Dent
762,7029264,3,Scratch
327,7044101,0,Dent
293,7074815,1,Other
404,7058274,0,Dent
887,7025866,1,Other
95,7070717,1,Other
753,7027288,3,Scratch
373,7070121,0,Dent
55,7025641,1,Other
409,7025458,1,Other
4,7062766,0,Dent
287,7073168,3,Scratch
199,7034714,3,Scratch
136,7035064,3,Scratch
871,7038471,3,Scratch
541,7027239,0,Dent
122,7074046,2,Rim
268,7072082,1,Other
98,7025512,1,Other
25,7056390,3,Scratch
311,7037733,3,Scratch
836,7049108,3,Scratch
331,7026511,3,Scratch
162,7031873,3,Scratch
370,7054203,3,Scratch
817,7069828,3,Scratch
97,7067002,3,Scratch
733,7025913,0,Dent
211,7074818,1,Other
578,7025683,2,Rim
485,7026542,0,Dent
452,7076154,0,Dent
864,7058518,3,Scratch
316,7068667,2,Rim
103,7052805,3,Scratch
60,7062405,0,Dent
144,7071722,1,Other
624,7030656,1,Other
661,7048683,3,Scratch
219,7072864,3,Scratch
511,7069858,1,Other
114,7069793,0,Dent
349,7070285,0,Dent
585,7065435,0,Dent
860,7057523,0,Dent
628,7071007,3,Scratch
537,7039941,0,Dent
419,7026385,3,Scratch
328,7040150,0,Dent
7,7046567,2,Rim
151,7038269,3,Scratch
608,7068311,1,Other
85,7053664,3,Scratch
357,7030703,0,Dent
791,7031845,1,Other
892,7044988,3,Scratch
394,7055042,0,Dent
135,7034548,3,Scratch
266,7058629,0,Dent
134,7034548,3,Scratch
167,7040312,0,Dent
325,7069246,3,Scratch
461,7060061,0,Dent
58,7038340,3,Scratch
729,7068817,0,Dent
710,7068889,0,Dent
524,7025954,0,Dent
566,7070891,0,Dent
253,7071864,0,Dent
655,7055080,1,Other
288,7054038,2,Rim
156,7070705,1,Other
799,7025656,1,Other
812,7070036,0,Dent
721,7038439,3,Scratch
806,7070370,3,Scratch
475,7056192,0,Dent
336,7058130,3,Scratch
473,7072891,1,Other
218,7072864,3,Scratch
191,7029225,3,Scratch
457,7027450,3,Scratch
270,7071604,1,Other
732,7071610,1,Other
527,7032143,0,Dent
171,7044693,0,Dent
23,7034734,0,Dent
788,7031626,3,Scratch
75,7051604,0,Dent
94,7070717,1,Other
644,7070774,0,Dent
182,7034622,0,Dent
356,7030703,0,Dent
45,7039945,0,Dent
359,7026458,0,Dent
699,7056624,3,Scratch
371,7066827,0,Dent
841,7026519,3,Scratch
743,7074812,1,Other
759,7031332,3,Scratch
57,7073374,3,Scratch
1,7073954,1,Other
305,7038383,0,Dent
255,7040344,0,Dent
822,7051081,3,Scratch
627,7071007,3,Scratch
360,7026458,3,Scratch
235,7031757,3,Scratch
108,7031905,3,Scratch
428,7040011,0,Dent
281,7030892,3,Scratch
354,7070745,0,Dent
43,7062009,2,Rim
525,7031796,1,Other
560,7060325,2,Rim
160,7025650,0,Dent
504,7062329,2,Rim
163,7068757,0,Dent
768,7069567,3,Scratch
188,7027406,3,Scratch
867,7061194,0,Dent
101,7066460,3,Scratch
873,7048595,1,Other
138,7044360,1,Other
69,7058622,1,Other
629,7071007,1,Other
298,7059704,0,Dent
366,7056098,0,Dent
789,7040017,0,Dent
439,7034568,3,Scratch
143,7068630,0,Dent
21,7038438,3,Scratch
344,7035050,3,Scratch
430,7071297,0,Dent
384,7052881,3,Scratch
49,7044701,0,Dent
74,7049171,1,Other
22,7053779,3,Scratch
632,7069916,0,Dent
340,7068654,0,Dent
296,7038407,3,Scratch
6,7031758,3,Scratch
177,7029322,3,Scratch
436,7069918,0,Dent
318,7055118,0,Dent
568,7040112,0,Dent
580,7051464,0,Dent
224,7072506,0,Dent
477,7048678,3,Scratch
212,7073124,3,Scratch
405,7070386,0,Dent
825,7058003,3,Scratch
599,7070007,0,Dent
658,7073495,2,Rim
350,7073868,3,Scratch
228,7048938,0,Dent
730,7043912,0,Dent
17,7036543,3,Scratch
396,7064789,0,Dent
179,7034904,3,Scratch
315,7068667,0,Dent
369,7054203,2,Rim
779,7031782,3,Scratch
401,7035233,0,Dent
159,7027556,0,Dent
31,7046521,0,Dent
35,7057746,3,Scratch
68,7075038,0,Dent
249,7064908,0,Dent
47,7036076,0,Dent
816,7072300,1,Other
8,7060786,0,Dent
229,7034925,3,Scratch
231,7053309,3,Scratch
434,7058205,0,Dent
54,7075255,3,Scratch
633,7069916,2,Rim
20,7026503,0,Dent
200,7072447,3,Scratch
476,7031863,3,Scratch
472,7072891,1,Other
881,7038335,3,Scratch
868,7044707,3,Scratch
173,7059708,3,Scratch
2,7073954,0,Dent
124,7054613,3,Scratch
294,7038407,3,Scratch
835,7044848,0,Dent
225,7072506,0,Dent
237,7059119,0,Dent
859,7057523,0,Dent
178,7034958,3,Scratch
435,7043413,0,Dent
346,7063020,3,Scratch
667,7028270,0,Dent
250,7035038,3,Scratch
882,7038335,3,Scratch
78,7035880,0,Dent
374,7025576,1,Other
684,7058414,3,Scratch
245,7050345,3,Scratch
833,7029059,3,Scratch
252,7058255,0,Dent
187,7029547,0,Dent
71,7038423,3,Scratch
426,7069599,3,Scratch
663,7068764,0,Dent
139,7056196,3,Scratch
432,7071261,1,Other
853,7031100,0,Dent
802,7072086,0,Dent
338,7034754,3,Scratch
449,7071030,0,Dent
539,7056347,3,Scratch
109,7038349,3,Scratch
198,7034714,3,Scratch
501,7053296,3,Scratch
512,7034794,3,Scratch
247,7059390,0,Dent
770,7059116,0,Dent
146,7025633,0,Dent
618,7070810,0,Dent
284,7073856,3,Scratch
27,7041045,0,Dent
267,7027165,3,Scratch
105,7030898,0,Dent
190,7025799,1,Other
63,7048995,3,Scratch
204,7031131,3,Scratch
431,7040995,3,Scratch
123,7054613,3,Scratch
83,7052811,0,Dent
297,7072750,3,Scratch
283,7049205,3,Scratch
750,7036300,2,Rim
104,7073816,3,Scratch
509,7070814,0,Dent
677,7072424,0,Dent
42,7070672,3,Scratch
319,7048713,3,Scratch
863,7067181,2,Rim
844,7052464,0,Dent
121,7074046,3,Scratch
846,7076289,0,Dent
147,7048634,0,Dent
185,7046701,3,Scratch
339,7066493,0,Dent
542,7034560,0,Dent
837,7071907,3,Scratch
678,7031471,0,Dent
854,7031100,3,Scratch
106,7070487,1,Other
496,7060289,2,Rim
464,7071020,3,Scratch
202,7031114,3,Scratch
521,7074389,0,Dent
760,7027155,3,Scratch
16,7036543,3,Scratch
181,7038251,3,Scratch
782,7045110,2,Rim
117,7060790,2,Rim
637,7068864,3,Scratch
335,7038327,3,Scratch
129,7038293,3,Scratch
614,7038316,0,Dent
474,7056192,3,Scratch
93,7070717,1,Other
506,7044755,2,Rim
61,7063346,0,Dent
550,7036406,0,Dent
879,7038335,0,Dent
463,7036533,2,Rim
546,7025566,1,Other
636,7068864,2,Rim
519,7066180,0,Dent
740,7041122,0,Dent
469,7059508,0,Dent
