annotation_index,image_id,human_label,label_name
445,7034878,3,Scratch
513,7056316,2,Rim
137,7041337,3,Scratch
290,7044612,2,Rim
282,7049205,2,Rim
698,7075891,1,Other
809,7070036,2,Rim
830,7038226,3,Scratch
630,7071007,1,Other
529,7059041,2,Rim
685,7041117,0,Dent
883,7041118,2,Rim
619,7070810,0,Dent
526,7043481,0,Dent
79,7035057,3,Scratch
144,7071722,1,Other
592,7050884,2,Rim
220,7070917,3,Scratch
419,7026385,3,Scratch
889,7071010,2,Rim
122,7074046,2,Rim
14,7075548,3,Scratch
462,7060061,2,Rim
667,7028270,0,Dent
309,7054388,2,Rim
162,7031873,3,Scratch
343,7030896,2,Rim
130,7071064,2,Rim
628,7071007,3,Scratch
212,7073124,3,Scratch
68,7075038,0,Dent
132,7060887,2,Rim
469,7059508,0,Dent
758,7058710,2,Rim
558,7026619,2,Rim
306,7064242,0,Dent
63,7048995,3,Scratch
106,7070487,1,Other
94,7070717,1,Other
459,7034995,2,Rim
373,7070121,0,Dent
506,7044755,2,Rim
50,7025737,2,Rim
666,7060596,2,Rim
885,7045015,3,Scratch
199,7034714,3,Scratch
37,7040267,0,Dent
485,7026542,0,Dent
404,7058274,0,Dent
109,7038349,3,Scratch
22,7053779,3,Scratch
57,7073374,3,Scratch
258,7058575,0,Dent
522,7048620,2,Rim
541,7027239,0,Dent
750,7036300,2,Rim
464,7071020,3,Scratch
210,7052318,0,Dent
384,7052881,3,Scratch
147,7048634,0,Dent
307,7036587,2,Rim
396,7064789,0,Dent
479,7058455,2,Rim
716,7064844,2,Rim
195,7038425,2,Rim
892,7044988,3,Scratch
805,7059672,2,Rim
576,7070191,1,Other
470,7054092,0,Dent
168,7048637,2,Rim
264,7030895,3,Scratch
3,7074070,3,Scratch
305,7038383,0,Dent
82,7028955,3,Scratch
312,7036477,2,Rim
53,7027784,3,Scratch
545,7025566,3,Scratch
350,7073868,3,Scratch
325,7069246,3,Scratch
551,7044664,2,Rim
467,7059090,2,Rim
743,7074812,1,Other
872,7048595,1,Other
769,7069811,0,Dent
637,7068864,3,Scratch
791,7031845,1,Other
740,7041122,0,Dent
432,7071261,1,Other
860,7057523,0,Dent
233,7041084,0,Dent
612,7053567,2,Rim
787,7058780,2,Rim
348,7070285,3,Scratch
228,7048938,0,Dent
587,7066288,2,Rim
16,7036543,3,Scratch
877,7047008,0,Dent
865,7060644,2,Rim
837,7071907,3,Scratch
178,7034958,3,Scratch
644,7070774,0,Dent
288,7054038,2,Rim
202,7031114,3,Scratch
829,7031402,2,Rim
559,7060088,1,Other
654,7049135,2,Rim
206,7058286,2,Rim
727,7046040,2,Rim
567,7027042,2,Rim
128,7038293,2,Rim
361,7025581,2,Rim
328,7040150,0,Dent
822,7051081,3,Scratch
268,7072082,1,Other
441,7045165,2,Rim
474,7056192,3,Scratch
819,7048961,0,Dent
42,7070672,3,Scratch
790,7040274,0,Dent
93,7070717,1,Other
101,7066460,3,Scratch
266,7058629,0,Dent
121,7074046,3,Scratch
802,7072086,0,Dent
570,7058500,3,Scratch
224,7072506,0,Dent
315,7068667,0,Dent
770,7059116,0,Dent
347,7070285,2,Rim
229,7034925,3,Scratch
56,7025641,3,Scratch
318,7055118,0,Dent
251,7035038,2,Rim
156,7070705,1,Other
729,7068817,0,Dent
436,7069918,0,Dent
377,7025392,1,Other
107,7051520,3,Scratch
523,7044294,0,Dent
745,7026840,2,Rim
225,7072506,0,Dent
715,7066379,0,Dent
174,7037206,2,Rim
58,7038340,3,Scratch
864,7058518,3,Scratch
13,7034932,2,Rim
17,7036543,3,Scratch
571,7063546,2,Rim
463,7036533,2,Rim
85,7053664,3,Scratch
316,7068667,2,Rim
458,7051056,2,Rim
499,7068641,3,Scratch
813,7070036,0,Dent
183,7026904,2,Rim
430,7071297,0,Dent
222,7070917,3,Scratch
291,7071738,3,Scratch
476,7031863,3,Scratch
386,7062166,2,Rim
35,7057746,3,Scratch
461,7060061,0,Dent
319,7048713,3,Scratch
792,7038348,2,Rim
177,7029322,3,Scratch
520,7066180,2,Rim
296,7038407,3,Scratch
606,7046482,2,Rim
383,7058499,2,Rim
91,7039896,0,Dent
139,7056196,3,Scratch
298,7059704,0,Dent
632,7069916,0,Dent
835,7044848,0,Dent
719,7058807,0,Dent
887,7025866,1,Other
480,7055743,2,Rim
627,7071007,3,Scratch
876,7059063,2,Rim
250,7035038,3,Scratch
760,7027155,3,Scratch
374,7025576,1,Other
41,7026447,3,Scratch
653,7042025,3,Scratch
232,7041084,2,Rim
1,7073954,1,Other
863,7067181,2,Rim
624,7030656,1,Other
357,7030703,0,Dent
578,7025683,2,Rim
643,7066367,0,Dent
27,7041045,0,Dent
261,7055702,0,Dent
649,7035040,2,Rim
439,7034568,3,Scratch
189,7059539,3,Scratch
184,7050361,2,Rim
375,7038309,2,Rim
449,7071030,0,Dent
566,7070891,0,Dent
502,7040139,0,Dent
277,7031097,2,Rim
766,7031219,0,Dent
60,7062405,0,Dent
732,7071610,1,Other
255,7040344,0,Dent
482,7026440,0,Dent
697,7060636,2,Rim
164,7031346,2,Rim
187,7029547,0,Dent
840,7026519,2,Rim
773,7074781,0,Dent
89,7057752,1,Other
775,7034376,3,Scratch
710,7068889,0,Dent
4,7062766,0,Dent
818,7069828,3,Scratch
179,7034904,3,Scratch
771,7038263,2,Rim
799,7025656,1,Other
812,7070036,0,Dent
25,7056390,3,Scratch
658,7073495,2,Rim
489,7038160,2,Rim
660,7048683,2,Rim
340,7068654,0,Dent
456,7074826,2,Rim
455,7071522,2,Rim
86,7049130,2,Rim
622,7062011,2,Rim
477,7048678,3,Scratch
173,7059708,3,Scratch
673,7039985,0,Dent
138,7044360,1,Other
150,7064241,1,Other
136,7035064,3,Scratch
426,7069599,3,Scratch
388,7071028,0,Dent
80,7060866,2,Rim
759,7031332,3,Scratch
21,7038438,3,Scratch
684,7058414,3,Scratch
521,7074389,0,Dent
555,7059279,2,Rim
844,7052464,0,Dent
378,7076484,2,Rim
866,7027363,3,Scratch
172,7025546,0,Dent
40,7035843,0,Dent
614,7038316,0,Dent
633,7069916,2,Rim
405,7070386,0,Dent
235,7031757,3,Scratch
354,7070745,0,Dent
297,7072750,3,Scratch
833,7029059,3,Scratch
806,7070370,3,Scratch
8,7060786,0,Dent
218,7072864,3,Scratch
217,7072200,3,Scratch
131,7037370,2,Rim
870,7065904,2,Rim
81,7060866,0,Dent
793,7073466,2,Rim
850,7065085,0,Dent
512,7034794,3,Scratch
682,7060597,2,Rim
434,7058205,0,Dent
781,7053338,3,Scratch
286,7039990,0,Dent
663,7068764,0,Dent
332,7058182,2,Rim
742,7074812,1,Other
293,7074815,1,Other
334,7038327,2,Rim
36,7027038,2,Rim
868,7044707,3,Scratch
303,7060269,0,Dent
636,7068864,2,Rim
10,7046596,2,Rim
143,7068630,0,Dent
246,7046329,2,Rim
67,7035006,0,Dent
765,7071715,2,Rim
789,7040017,0,Dent
23,7034734,0,Dent
45,7039945,0,Dent
510,7064609,2,Rim
443,7025386,1,Other
542,7034560,0,Dent
785,7049780,2,Rim
519,7066180,0,Dent
650,7050520,2,Rim
433,7046478,2,Rim
804,7071665,0,Dent
839,7026519,3,Scratch
678,7031471,0,Dent
714,7058895,2,Rim
294,7038407,3,Scratch
126,7048684,2,Rim
851,7065085,3,Scratch
111,7070122,3,Scratch
30,7065560,0,Dent
755,7059042,0,Dent
873,7048595,1,Other
192,7038267,2,Rim
74,7049171,1,Other
123,7054613,3,Scratch
730,7043912,0,Dent
360,7026458,3,Scratch
437,7069388,2,Rim
795,7067447,2,Rim
304,7060269,2,Rim
409,7025458,1,Other
827,7026835,2,Rim
423,7058727,2,Rim
238,7070287,2,Rim
363,7058583,2,Rim
691,7035822,2,Rim
853,7031100,0,Dent
472,7072891,1,Other
825,7058003,3,Scratch
151,7038269,3,Scratch
72,7049171,3,Scratch
226,7051339,3,Scratch
655,7055080,1,Other
618,7070810,0,Dent
283,7049205,3,Scratch
356,7030703,0,Dent
454,7042036,0,Dent
511,7069858,1,Other
534,7065457,2,Rim
854,7031100,3,Scratch
103,7052805,3,Scratch
731,7029035,0,Dent
841,7026519,3,Scratch
553,7075623,0,Dent
97,7067002,3,Scratch
47,7036076,0,Dent
483,7026440,0,Dent
198,7034714,3,Scratch
428,7040011,0,Dent
573,7027172,3,Scratch
301,7026376,2,Rim
547,7035686,2,Rim
2,7073954,0,Dent
724,7036125,2,Rim
200,7072447,3,Scratch
98,7025512,1,Other
190,7025799,1,Other
847,7075501,2,Rim
169,7057694,2,Rim
508,7070814,0,Dent
346,7063020,3,Scratch
882,7038335,3,Scratch
