annotation_index,image_id,human_label,label_name
445,7034878,3,Scratch
513,7056316,2,Rim
137,7041337,3,Scratch
290,7044612,2,Rim
282,7049205,2,Rim
698,7075891,1,Other
809,7070036,2,Rim
830,7038226,3,Scratch
630,7071007,1,Other
529,7059041,2,Rim
685,7041117,0,Dent
883,7041118,2,Rim
619,7070810,0,Dent
526,7043481,0,Dent
79,7035057,3,Scratch
144,7071722,1,Other
592,7050884,2,Rim
220,7070917,3,Scratch
419,7026385,3,Scratch
889,7071010,2,Rim
122,7074046,2,Rim
14,7075548,3,Scratch
462,7060061,2,Rim
667,7028270,0,Dent
309,7054388,2,Rim
162,7031873,3,Scratch
343,7030896,2,Rim
130,7071064,2,Rim
628,7071007,3,Scratch
212,7073124,3,Scratch
873,7048595,1,Other
847,7075501,2,Rim
188,7027406,3,Scratch
156,7070705,1,Other
862,7046516,2,Rim
1,7073954,1,Other
12,7062158,2,Rim
839,7026519,3,Scratch
510,7064609,2,Rim
53,7027784,3,Scratch
815,7051713,0,Dent
325,7069246,3,Scratch
750,7036300,2,Rim
624,7030656,1,Other
854,7031100,3,Scratch
653,7042025,3,Scratch
160,7025650,0,Dent
866,7027363,3,Scratch
506,7044755,2,Rim
488,7026754,2,Rim
216,7044891,0,Dent
40,7035843,0,Dent
287,7073168,3,Scratch
637,7068864,3,Scratch
293,7074815,1,Other
697,7060636,2,Rim
149,7075060,0,Dent
606,7046482,2,Rim
63,7048995,3,Scratch
373,7070121,0,Dent
363,7058583,2,Rim
787,7058780,2,Rim
409,7025458,1,Other
785,7049780,2,Rim
636,7068864,2,Rim
128,7038293,2,Rim
781,7053338,3,Scratch
578,7025683,2,Rim
663,7068764,0,Dent
827,7026835,2,Rim
454,7042036,0,Dent
455,7071522,2,Rim
770,7059116,0,Dent
463,7036533,2,Rim
457,7027450,3,Scratch
709,7068889,2,Rim
676,7031498,2,Rim
361,7025581,2,Rim
85,7053664,3,Scratch
284,7073856,3,Scratch
739,7057514,0,Dent
129,7038293,3,Scratch
195,7038425,2,Rim
350,7073868,3,Scratch
200,7072447,3,Scratch
743,7074812,1,Other
742,7074812,1,Other
512,7034794,3,Scratch
499,7068641,3,Scratch
247,7059390,0,Dent
458,7051056,2,Rim
733,7025913,0,Dent
568,7040112,0,Dent
461,7060061,0,Dent
103,7052805,3,Scratch
472,7072891,1,Other
283,7049205,3,Scratch
760,7027155,3,Scratch
335,7038327,3,Scratch
819,7048961,0,Dent
386,7062166,2,Rim
537,7039941,0,Dent
699,7056624,3,Scratch
745,7026840,2,Rim
203,7065194,2,Rim
268,7072082,1,Other
297,7072750,3,Scratch
232,7041084,2,Rim
37,7040267,0,Dent
194,7038425,3,Scratch
806,7070370,3,Scratch
838,7066266,2,Rim
345,7063020,2,Rim
91,7039896,0,Dent
136,7035064,3,Scratch
661,7048683,3,Scratch
126,7048684,2,Rim
864,7058518,3,Scratch
520,7066180,2,Rim
236,7025372,1,Other
465,7071020,2,Rim
121,7074046,3,Scratch
218,7072864,3,Scratch
94,7070717,1,Other
769,7069811,0,Dent
654,7049135,2,Rim
608,7068311,1,Other
377,7025392,1,Other
267,7027165,3,Scratch
379,7050001,2,Rim
135,7034548,3,Scratch
482,7026440,0,Dent
213,7058613,3,Scratch
15,7037300,2,Rim
673,7039985,0,Dent
867,7061194,0,Dent
398,7061806,2,Rim
388,7071028,0,Dent
710,7068889,0,Dent
241,7025740,2,Rim
68,7075038,0,Dent
594,7034303,3,Scratch
145,7071722,1,Other
789,7040017,0,Dent
336,7058130,3,Scratch
312,7036477,2,Rim
214,7028923,3,Scratch
176,7035097,3,Scratch
354,7070745,0,Dent
252,7058255,0,Dent
678,7031471,0,Dent
132,7060887,2,Rim
375,7038309,2,Rim
5,7060727,2,Rim
182,7034622,0,Dent
50,7025737,2,Rim
319,7048713,3,Scratch
629,7071007,1,Other
100,7046737,2,Rim
634,7025488,2,Rim
296,7038407,3,Scratch
731,7029035,0,Dent
301,7026376,2,Rim
567,7027042,2,Rim
721,7038439,3,Scratch
204,7031131,3,Scratch
541,7027239,0,Dent
95,7070717,1,Other
766,7031219,0,Dent
389,7048603,2,Rim
436,7069918,0,Dent
131,7037370,2,Rim
473,7072891,1,Other
298,7059704,0,Dent
251,7035038,2,Rim
800,7063077,0,Dent
163,7068757,0,Dent
113,7060493,2,Rim
404,7058274,0,Dent
497,7025503,2,Rim
633,7069916,2,Rim
189,7059539,3,Scratch
281,7030892,3,Scratch
344,7035050,3,Scratch
199,7034714,3,Scratch
180,7038251,2,Rim
36,7027038,2,Rim
717,7045760,2,Rim
759,7031332,3,Scratch
93,7070717,1,Other
372,7070121,2,Rim
4,7062766,0,Dent
576,7070191,1,Other
191,7029225,3,Scratch
464,7071020,3,Scratch
871,7038471,3,Scratch
104,7073816,3,Scratch
102,7061414,2,Rim
732,7071610,1,Other
777,7072928,0,Dent
174,7037206,2,Rim
519,7066180,0,Dent
187,7029547,0,Dent
332,7058182,2,Rim
792,7038348,2,Rim
823,7030874,0,Dent
791,7031845,1,Other
59,7041108,2,Rim
211,7074818,1,Other
337,7044137,2,Rim
360,7026458,3,Scratch
32,7060898,2,Rim
521,7074389,0,Dent
437,7069388,2,Rim
489,7038160,2,Rim
822,7051081,3,Scratch
887,7025866,1,Other
170,7034960,2,Rim
81,7060866,0,Dent
644,7070774,0,Dent
13,7034932,2,Rim
25,7056390,3,Scratch
2,7073954,0,Dent
627,7071007,3,Scratch
475,7056192,0,Dent
652,7053324,2,Rim
560,7060325,2,Rim
30,7065560,0,Dent
383,7058499,2,Rim
320,7048713,3,Scratch
356,7030703,0,Dent
715,7066379,0,Dent
359,7026458,0,Dent
706,7061783,0,Dent
74,7049171,1,Other
474,7056192,3,Scratch
43,7062009,2,Rim
511,7069858,1,Other
366,7056098,0,Dent
277,7031097,2,Rim
724,7036125,2,Rim
339,7066493,0,Dent
134,7034548,3,Scratch
311,7037733,3,Scratch
23,7034734,0,Dent
346,7063020,3,Scratch
539,7056347,3,Scratch
729,7068817,0,Dent
331,7026511,3,Scratch
658,7073495,2,Rim
10,7046596,2,Rim
314,7049043,0,Dent
470,7054092,0,Dent
865,7060644,2,Rim
452,7076154,0,Dent
21,7038438,3,Scratch
801,7035840,2,Rim
78,7035880,0,Dent
727,7046040,2,Rim
7,7046567,2,Rim
479,7058455,2,Rim
716,7064844,2,Rim
478,7048678,2,Rim
166,7061617,0,Dent
270,7071604,1,Other
599,7070007,0,Dent
655,7055080,1,Other
171,7044693,0,Dent
276,7071032,2,Rim
480,7055743,2,Rim
643,7066367,0,Dent
614,7038316,0,Dent
546,7025566,1,Other
101,7066460,3,Scratch
595,7052102,3,Scratch
98,7025512,1,Other
879,7038335,0,Dent
217,7072200,3,Scratch
333,7058796,2,Rim
123,7054613,3,Scratch
107,7051520,3,Scratch
117,7060790,2,Rim
459,7034995,2,Rim
835,7044848,0,Dent
858,7058444,1,Other
802,7072086,0,Dent
548,7044748,3,Scratch
208,7032537,0,Dent
228,7048938,0,Dent
612,7053567,2,Rim
219,7072864,3,Scratch
755,7059042,0,Dent
304,7060269,2,Rim
691,7035822,2,Rim
538,7055452,2,Rim
618,7070810,0,Dent
108,7031905,3,Scratch
86,7049130,2,Rim
173,7059708,3,Scratch
235,7031757,3,Scratch
868,7044707,3,Scratch
206,7058286,2,Rim
116,7044758,2,Rim
837,7071907,3,Scratch
863,7067181,2,Rim
246,7046329,2,Rim
817,7069828,3,Scratch
730,7043912,0,Dent
69,7058622,1,Other
553,7075623,0,Dent
150,7064241,1,Other
853,7031100,0,Dent
799,7025656,1,Other
836,7049108,3,Scratch
119,7059918,2,Rim
82,7028955,3,Scratch
771,7038263,2,Rim
393,7066398,0,Dent
181,7038251,3,Scratch
19,7026503,0,Dent
384,7052881,3,Scratch
302,7058890,2,Rim
139,7056196,3,Scratch
306,7064242,0,Dent
177,7029322,3,Scratch
840,7026519,2,Rim
374,7025576,1,Other
396,7064789,0,Dent
876,7059063,2,Rim
694,7065787,2,Rim
106,7070487,1,Other
223,7026612,2,Rim
151,7038269,3,Scratch
775,7034376,3,Scratch
476,7031863,3,Scratch
790,7040274,0,Dent
58,7038340,3,Scratch
821,7063285,0,Dent
666,7060596,2,Rim
146,7025633,0,Dent
71,7038423,3,Scratch
428,7040011,0,Dent
795,7067447,2,Rim
782,7045110,2,Rim
449,7071030,0,Dent
545,7025566,3,Scratch
20,7026503,0,Dent
154,7046184,2,Rim
671,7058527,0,Dent
825,7058003,3,Scratch
238,7070287,2,Rim
6,7031758,3,Scratch
818,7069828,3,Scratch
172,7025546,0,Dent
255,7040344,0,Dent
805,7059672,2,Rim
291,7071738,3,Scratch
870,7065904,2,Rim
841,7026519,3,Scratch
56,7025641,3,Scratch
877,7047008,0,Dent
587,7066288,2,Rim
549,7036406,2,Rim
328,7040150,0,Dent
307,7036587,2,Rim
133,7059136,0,Dent
167,7040312,0,Dent
632,7069916,0,Dent
229,7034925,3,Scratch
829,7031402,2,Rim
16,7036543,3,Scratch
322,7058729,2,Rim
179,7034904,3,Scratch
859,7057523,0,Dent
523,7044294,0,Dent
765,7071715,2,Rim
812,7070036,0,Dent
622,7062011,2,Rim
169,7057694,2,Rim
860,7057523,0,Dent
225,7072506,0,Dent
469,7059508,0,Dent
684,7058414,3,Scratch
57,7073374,3,Scratch
305,7038383,0,Dent
502,7040139,0,Dent
573,7027172,3,Scratch
55,7025641,1,Other
114,7069793,0,Dent
758,7058710,2,Rim
224,7072506,0,Dent
370,7054203,3,Scratch
551,7044664,2,Rim
522,7048620,2,Rim
49,7044701,0,Dent
22,7053779,3,Scratch
639,7053282,2,Rim
405,7070386,0,Dent
430,7071297,0,Dent
8,7060786,0,Dent
318,7055118,0,Dent
394,7055042,0,Dent
677,7072424,0,Dent
294,7038407,3,Scratch
456,7074826,2,Rim
60,7062405,0,Dent
714,7058895,2,Rim
527,7032143,0,Dent
237,7059119,0,Dent
240,7048999,2,Rim
80,7060866,2,Rim
736,7069823,0,Dent
779,7031782,3,Scratch
660,7048683,2,Rim
550,7036406,0,Dent
193,7038267,3,Scratch
334,7038327,2,Rim
183,7026904,2,Rim
348,7070285,3,Scratch
433,7046478,2,Rim
347,7070285,2,Rim
27,7041045,0,Dent
202,7031114,3,Scratch
441,7045165,2,Rim
485,7026542,0,Dent
316,7068667,2,Rim
719,7058807,0,Dent
3,7074070,3,Scratch
423,7058727,2,Rim
888,7071017,2,Rim
816,7072300,1,Other
571,7063546,2,Rim
124,7054613,3,Scratch
184,7050361,2,Rim
61,7063346,0,Dent
401,7035233,0,Dent
261,7055702,0,Dent
543,7034560,3,Scratch
467,7059090,2,Rim
17,7036543,3,Scratch
426,7069599,3,Scratch
143,7068630,0,Dent
686,7041117,2,Rim
164,7031346,2,Rim
178,7034958,3,Scratch
525,7031796,1,Other
881,7038335,3,Scratch
72,7049171,3,Scratch
504,7062329,2,Rim
631,7038278,2,Rim
89,7057752,1,Other
105,7030898,0,Dent
559,7060088,1,Other
509,7070814,0,Dent
431,7040995,3,Scratch
833,7029059,3,Scratch
857,7038482,3,Scratch
159,7027556,0,Dent
327,7044101,0,Dent
477,7048678,3,Scratch
111,7070122,3,Scratch
243,7029096,2,Rim
649,7035040,2,Rim
524,7025954,0,Dent
740,7041122,0,Dent
850,7065085,0,Dent
41,7026447,3,Scratch
762,7029264,3,Scratch
253,7071864,0,Dent
198,7034714,3,Scratch
147,7048634,0,Dent
851,7065085,3,Scratch
340,7068654,0,Dent
434,7058205,0,Dent
352,7072476,3,Scratch
443,7025386,1,Other
75,7051604,0,Dent
31,7046521,0,Dent
679,7038325,3,Scratch
45,7039945,0,Dent
